id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words
6.html,a-onda-conservadora-e-o-brasil-nos-proximos-anos,Remédio para a falta de responsabilidade,"Os resultados das urnas nas últimas eleições no Brasil, em 2018, demonstraram o desejo dos brasileiros de renovar os partidos políticos que representarão as vozes do povo e, o motivo principal dessa mudança foi a enorme insatisfação com os resultados derivados da corrupção e do trabalho pífio exercido pelos eleitos nos últimos anos. Apesar de a população ter se mostrado capaz de acordar e reagir contra o descaso dos governantes, não apresentam argumentos coerentes, pois, a grande maioria votou sem conhecer as bases filosóficas das doutrinas sociais daqueles que estavam apoiando, convencidos somente pelo resgate de valores tradicionais da família brasileira ou por oposição à hegemonia partidária. 
A falta de preparo e a presença de atitudes duvidosas - como preconceitos declarados e improbidades - de muitos políticos não chega a ser um defeito para os eleitores, pois a busca pela mudança através da oposição se tornou mais importante do que conhecimento e integridade moral dos candidatos. Essas atitudes presentes nas massas são parte do que constitui hoje em dia o “jeitinho brasileiro” que prefere arriscar e posteriormente remediar a se esforçar para buscar fontes para se informar e se conscientizar sobre a real necessidade de um país em construção econômica. 
O resultado das eleições reflete diretamente a necessidade de implementar um sistema educacional que incentive a reflexão e conscientização social, crie cidadãos antes de preparar estudantes para vestibulares e intercâmbios, ofereça o caminho do meio em vez de extremos e ensine seus alunos a serem pessoas responsáveis por suas atitudes e escolhas, principalmente aquelas que influenciam a vida de toda a sociedade. 
É possível concluir que a capacidade de mudança vem antes de tudo do conhecimento e por isso a educação é tão importante para combater atitudes radicais que beneficiam poucos e prejudicam muitos. Quando há conhecimento e entendimento da história de todos os lados não sobra espaço para unilateralismo ou atitudes irresponsáveis. Viver em sociedade implica em agir consciente de que uma ação afeta a muitos e todos possuem responsabilidade sobre a situação atual do país. ",[200 160 160 200 120 840],2018,0.08929,0.02976,0.54464,7.79786,0.45536,2.0,3.27322,42.0,0.27381,4,8,336,0.08333,0.15179,0.0625,0.04762,0.0,0.00595,0.00893,269369.39891,4.68415,4.75004,1949.625,1.78625,1.78625,2.27238,2.27238,5.66003,5.73103,0.8125,11.06292,1487.73313,0.0,0.76561,0.11607,0.00595,0.05655,0.00298,0.0506,0.00298,0.04464,0.0,0.0119,2.8,2.0,4.20225,7.15217,3.07971,7.6875,101.375,0.44208,1.19608,0.0,0.0,2.71429,1.82143,1.57143,1.32143,1.14286,0.93812,0.01796,0.92146,0.01472,0.95358,0.00663,0.94663,0.01321,0.95614,0.01064,0.38251,0.40437,0.83607
10.html,a-ciencia-na-era-da-pos-verdade,A ciência pode ser questionada?,"A ciência que é o paradigma na produção do conhecimento da era moderna está sendo continuamente questionada por grupo de pessoas nas redes sociais, sendo este fenômeno denominado de pós verdade, conforme se explicará a seguir.
Primeiramente, é salutar demonstrar que ao longo da história nem sempre a ciência era o paradigma de produção de conhecimento. Este lugar era ocupado pela religião, que manipulava seus interesses sociais e políticos através de seus dogmas. A ciência assumiu o paradigma da produção de conhecimento por adotar um método de estudo, testes e observação, e por defender que estava livre de ideologias. 
No entanto, a filosofia e as ciências humanas demonstraram que a ciência pode ser utilizada para defender ideologias e interesses políticos e econômicos, tal como ocorreu no século XIX, com a teoria evolucionista de cunho racista, assim como ocorre, atualmente, com o uso indiscriminado de cirurgias estéticas e remédios antidepressivos, em benefício do lucro das indústrias farmacêuticas e comunidade médica.
Nesse sentido, é importante a existência de pessoas que questionem os argumentos científicos, a fim de promover a evolução da sociedade e bem estar social. A ciência fez isso outrora, quando Galileu provou matematicamente que a terra não era plana, ocasionando uma revolução em toda forma de pensar e estudar o mundo.
Porém, os movimentos de pós verdade também podem ocasionar consequências negativas para sociedade. Para evitar isso os movimentos devem ser feito com responsabilidade, apontando evidências concretas e se possível que suas premissas sejam testadas pelo método científico. Caso contrário, pode ocasionar sérios danos, a exemplo do movimento antivacinas, no quais as pessoas não vacinadas colocam em risco a vida de outras pessoas.
Por fim, se defende o direito de liberdade de questionar as verdades científicas, se isto for feito com responsabilidade e com o intuito de promover a evolução e bem estar social. Afinal de contas, a sociedade humana está em constante evolução pelo desejo do homem descobrir coisas novas e questionar o que está posto.",[160 200 160 160 120 800],2019,0.09174,0.04281,0.58104,17.30836,0.41896,2.0,3.25263,27.25,0.25688,6,12,327,0.06116,0.1896,0.0581,0.04281,0.00612,0.0,0.00917,289469.82632,4.81312,4.90937,2258.41667,2.58467,2.297,3.02542,3.02542,5.64168,5.77017,0.65517,11.47625,909.10573,0.0,0.75215,0.1315,0.00306,0.06116,0.00306,0.06116,0.00612,0.03976,0.0,0.01529,2.2069,2.18182,4.2439,7.59615,3.04525,8.04167,62.41667,0.4436,1.38686,0.0,0.0,0.72727,0.68182,1.90909,1.81818,1.18182,0.88763,0.03222,0.88233,0.02831,0.92823,0.01479,0.92412,0.02135,0.93851,0.01995,0.18947,0.44211,0.72105
12.html,epidemia-alimentar-sobrepeso-e-obesidade,A Falta de Educação Alimentar para ter uma Vida Melhor,"Alimentação no passar de décadas vem cedo muito industrializado cheio de substância que causa o aumento de obesidade de corrente de uma má alimentação, isso também sendo um agravante na sociedade por esta acima do peso por uma falta de educação alimentar e também falando do fator genético ou hereditário. A obesidade é grande problema na sociedade porque ela traz (várias) complicação na saúde com, por exemplo: dificuldade de respirar e caminhar ou fazer qualquer atividade física (problemas) no coração e sanguíneos com isso o sobrepeso querendo ou não falta de educação alimentar por descuido do dia a dia, por fatores da vida cotidiana a sociedade por não ter um abito de ter alimentação saudável. Mais o Brasil ainda caminha em passo pequeno sobre cuidar da obesidade que uma epidemia junto sobre o peso por causa também de aspectos culturais das suas culinárias Brasileiras e por falta de interesses muitas da sociedade que se acomoda, que poucos fazer atividades físicas para cuidar da saúde. Sobre os jovens nas escolas públicas fica difícil porque por falta de profissionais habilitados na área da nutrição e também recursos para fazer um programa de assuntos relacionados (alimentação) é pouco falado também sobre a obesidade e sobre o peso que é uma decorrência da epidemia da alimentação e da má educação nas partes da população de baixa renda, mais a outra parte da sociedade não se preocupa muito nessa questão, mas a relação sobre a epidemia alimentar e da obesidade e sobre o peso preocupante em quase toda a sociedade. ",[ 80  40  80  80   0 280],2018,0.07451,0.07843,0.54902,-8.29478,0.45098,4.0,3.11429,63.75,0.2902,1,4,255,0.07059,0.10588,0.05882,0.03529,0.0,0.01176,0.01176,425113.97857,4.95817,5.08509,668.25,1.99575,1.99575,2.79375,2.79375,5.8188,5.90295,0.34615,11.92814,768.91894,0.00378,0.69205,0.10196,0.00784,0.05882,0.0,0.03529,0.00392,0.02745,0.0,0.0,3.73684,3.23077,4.08108,11.52174,4.18335,8.25,236.25,0.47804,1.21739,2.33333,2.33333,7.66667,8.5,10.33333,12.5,9.0,0.95308,0.00587,0.94591,0.00951,0,0,0.95642,0.00545,0.95868,0.00855,0.39286,0.35,0.82143
5.html,a-fe-e-decisiva-para-uma-vida-melhor,Vencer na vida,"Prolongada pela ONU em 1948, a Declaração Universal dos direitos Humanos garante a todos os indivíduos o direito à educação e ao bem social. No entanto, um dos maiores problemas é a desigualdade de rendas, impossibilitando que essa parcela da população desfrute desse direito universal na prática. Nesse sentido, convém analisarmos as principais consequências de tal postura negligente para nossa sociedade.
A educação é o fator principal no desenvolvimento de um país. Modernamente ocupando a nona posição na econômica mundial, seria racional acreditar que o Brasil possui um sistema público de ensino eficiente. Contudo, a realidade é justamente o oposto e o resultado desse contraste é claramente refletido no número de desemprego. Segundo o filósofo Platão o importante não é viver, mas viver bem.
Diante do exposto cade-se salientar que a população não pode aceitar negligência do governo.
Infere-se, portanto que ainda há entraves para garantir a solidificação de políticas que visem à construção de um mundo melhor.",[120  40  40 120  40 360],2019,0.08228,0.05063,0.58861,27.54776,0.41139,2.25,3.1828,17.55556,0.3038,4,9,158,0.05696,0.1519,0.02532,0.01266,0.0,0.0,0.01266,507782.32258,4.63435,4.88991,9329.55556,2.19578,2.19578,2.66322,2.66322,5.52167,5.70919,0.63636,10.21734,1172.61711,0.0,0.7622,0.06329,0.01899,0.01266,0.01266,0.02532,0.01899,0.01899,0.0,0.0,1.61538,3.75,3.06977,6.81818,2.51828,6.66667,33.0,0.5133,1.43077,0.0,0.0,0.125,0.11111,1.25,0.61111,0.625,0.81245,0.06289,0.7973,0.10127,0.88328,0.03224,0.86462,0.05226,0.88111,0.05326,0.23656,0.55914,0.69892
13.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Os imigrantes à caminho do Brasil,"Sabe-se que os imigrantes venezuelanos estão migrando do seu país de origem devido a crise econômica.
Como citou Maquiavel “Não há nada mais difícil ou perigoso do que tomar a frente na introdução de uma mudança”, é indubitável que o governo tem que pensar em diversas maneiras de acolher ou de rejeitar os imigrantes por quê pode gerar desemprego, violência, falta de saneamento básico, dentre outros fatores, devido a grande quantidade de pessoas que imigram.
Porém, o Governo deve tomar medidas cabíveis, permitindo imigração de 25% dos venezuelanos. Assim, o Governo, junto com as empresas privadas, pode gerar novos empregos e com isso diminuindo a violência. ",[120 160  80  80 160 600],2019,0.08411,0.04673,0.57009,34.2987,0.42991,1.33333,2.86885,26.75,0.26168,3,4,107,0.05607,0.17757,0.04673,0.00935,0.0,0.01869,0.00935,408779.44262,4.59843,4.82808,2702.75,1.45075,1.36575,2.15075,2.15075,5.42526,5.60456,0.78947,9.70198,1002.00824,0.0,0.7625,0.07477,0.00935,0.02804,0.0,0.05607,0.0,0.03738,0.0,0.00935,5.44444,1.75,3.37037,10.61111,2.86941,7.5,63.25,0.5193,1.32609,0.0,0.0,1.0,0.83333,1.33333,1.5,1.33333,0.846,0.01293,0.85008,0.0,0.88566,0.03114,0.8779,0.01905,0.88251,0.02032,0.42623,0.32787,0.7541
0.html,politica-x-ciencia-a-pilula-do-cancer,As descobertas através das pesquisas ,"Muitas foram as pesquisas feitas por cientistas para descobrirem a cura do câncer, um estudo por mais de duas décadas do professor Gilberto Orivalde Chierice do instituto de químico da universidade de São Paulo em São Carlos com objetivo de tratamento bem sucedido contra o câncer.
Pesquisas realizadas em culturas de células e animais de laboratório, a substância apresentou resultados promissores em ambos os casos promissores, e o no organismo do ser Humano mais complexos a realização de todas as pesquisas necessárias o resultado foi satisfatório, quem sabe um dia a fosfoetanolamina realmente venha fazer parte do tratamento de alguns tipos de doença. 
Com mascaras cirurgicas e com faixas com diseres como “Tomara que você não precise da fosfo” ou “A cura do câncer existe”, manifestantes sairam na Avenida Paulista a protestar a favor da liberação da pílula.
Algumas pessoas fizeram o uso disseram ter notado uma melhora significativa assim a substancia poderia ser utilizada para garantir uma maior qualidade de vida. Com tudo isso sob a pressão popular, o congresso nacional e a presidente da republica decretou a lei 13.269 em 13 de Abril de 2016 autorizando o uso da substancia fosfoetanolamina sintética a chamada “pílula do câncer”. ",[120  40  40  40   0 240],2016,0.06436,0.0198,0.56931,16.85078,0.43069,1.25,3.05217,40.4,0.36139,4,5,202,0.0495,0.12376,0.0297,0.0198,0.0,0.00495,0.00495,244146.26087,4.17805,4.35273,21.2,1.1238,1.1238,0.5554,0.5554,5.35029,5.48358,0.43478,10.68392,1179.27589,0.00845,0.77019,0.06436,0.0,0.0297,0.0,0.04455,0.0,0.0198,0.0,0.00495,2.54545,3.75,2.51613,11.89474,3.43238,8.5,121.8,0.50487,1.32184,0.0,0.0,1.25,1.3,1.5,1.7,1.25,0.85893,0.04103,0.85125,0.0,0.88325,0.03369,0.88899,0.029,0.89317,0.02953,0.15652,0.61739,0.75652
4.html,a-fe-e-decisiva-para-uma-vida-melhor,Povo que anda com fé,"Conforme os dicionários brasileiros, pode-se compreender que a fé consiste em uma convicção intensa e persistente em algo abstrato que, para a pessoa que acredita, se torna verdade. A fé é algo possível a todos, uma vez que não corresponde a um bem que se precisa adquirir antes: para ter fé, basta - de fato - acreditar! Assim sendo, quando uma pessoa deseja melhorar de vida, a fé, dentre os itens mencionados na pesquisa divulgada pela ONG Oxfam Brasil, é o item mais rápido de ser acionado e ser desenvolvido, mesmo que não seja o único responsável pela mudança e ainda possa ser uma força motivadora durante o processo. 
Ter estudos, saúde, trabalho, dinheiro, aposentadoria, apoio financeiro da família, cultura e lazer, enfim, todos esses itens, em algum momento, dependerão de outros fatores e pessoas para obter e desenvolver. Pode depender de políticas públicas, de bens familiares, de oportunidades de emprego geradas pelas empresas, da natureza. Ter fé depende apenas da capacidade individual de ""plantar"" esperança no presente independentemente das circunstâncias deste. E não se pode negar que a realidade de muitos brasileiros carece de recursos.
Pode-se pensar que ter fé na mudança de vida (e independentemente de qual religião a pessoa seja) é o primeiro passo, mas não significa que o sujeito em questão não irá acionar outros itens que irão ajudá-lo nesse processo de mudança. Na religião cristã, é ensinado que a fé sem ações ""é morta"", perde o sentido de existir. De fato, alguma atitude no mínimo é necessária para mudar a realidade pessoal: para pedir ajuda ou auxílio e mesmo que seja para ganhar algo, é necessário se identificar como ganhador, alcançar o ""prêmio"" e utilizá-lo de alguma forma. 
A convicção na melhora de vida conforme há esforço para tal também pode ser entendida como uma força motivacional, necessária para manter o sujeito focado durante as dificuldades que poderão surgir. Aprimorar nos estudos, buscar um trabalho melhor, ir atrás dos direitos para a aposentadoria nem sempre são atividades simples, requer persistência, paciência na própria evolução, para as quais são necessários controle emocional e mental, os quais podem ser beneficiados pela fé.
Segundo o escritor latino Publilius Syrus que viveu antes de Cristo: ""Bis vincit qui se vincit"", ou seja, vence duas vezes quem vence a si mesmo. Nos dias atuais, superar a própria realidade continua a ser uma grande vitória, uma conquista louvável. Para tal, pode-se contar com a fé, a qual é uma força popular e gratuita.",[160 200 160 120   0 640],2019,0.07543,0.05839,0.60097,35.56269,0.39903,3.0,2.72874,27.4,0.26277,5,15,411,0.09489,0.20438,0.04623,0.0292,0.0,0.00243,0.0146,743125.5668,4.93857,5.00029,1902.33333,3.16673,3.16673,3.06287,3.06287,5.62954,5.71492,0.55128,11.61014,1023.38553,0.0,0.76913,0.11192,0.00973,0.04623,0.0,0.05109,0.00487,0.05353,0.0,0.01217,3.58065,1.93333,4.21875,8.78082,3.16126,7.43333,76.73333,0.51713,1.5061,0.07143,1.14286,0.78571,0.89524,3.0,2.4381,1.35714,0.89053,0.05028,0.87678,0.04936,0.94239,0.01821,0.92492,0.04662,0.94024,0.03547,0.19433,0.64777,0.66397
16.html,criptomoeda-tecnologia-e-revolucao-economica,Revolução econômica moderna,"Com o passar dos anos a tecnologia cada vez mais toma espaço em setores da vida cotidiana, o dinheiro não ficaria fora disso. A criação do bitcoin em 2009 está abrindo portas para uma revolução econômica moderna.
A criptomoeda chega para ultrapassar os bancos convencionais onde o governo exerce um forte controle estatal, através da emissão de moedas tradicionais no sistema financeiro atual. Por sua independência, os governos de todo o mundo ainda não sabem como regulamentar esse tipo de moeda, visando que tornaria seu controle obsoleto.
Contudo, sua anatomia é o que conquista, agilizando transações econômicas, o sistema ""blockchain"" é formado por uma cadeia de blocos trancados por uma forte camada de criptografia, que torna impossível invadir esses recipientes, assegurando também que as moedas não sejam utilizadas mais de uma vez e cheguem ao destino certo.
Esse sistema, uma espécie de livro contábil registra as transações de recebimento e envio de valores da criptomoeda, garantindo a segurança desejada pelos consumidores. A criptomoeda ainda não tem uma definição exata, mas veio para divergir o sistema financeiro mundial.",[160 120  80 120   0 480],2019,0.10169,0.0452,0.59887,23.85814,0.40113,1.75,3.03774,25.28571,0.29379,4,7,177,0.0678,0.15819,0.0339,0.0113,0.0,0.0,0.0226,394183.13208,4.69755,4.60616,1293.42857,2.04657,2.04657,1.01971,1.01971,5.54833,5.52303,0.57692,10.41159,1054.81822,0.0,0.75641,0.07345,0.0226,0.0226,0.00565,0.0339,0.01695,0.0226,0.0,0.0,3.55556,4.42857,3.58696,10.30435,2.73013,7.0,54.28571,0.48165,1.49296,0.0,0.0,1.0,0.71429,1.5,1.2381,1.0,0.86878,0.04033,0.86924,0.0277,0.94088,0.00708,0.90618,0.04797,0.91679,0.04034,0.30189,0.64151,0.66981
19.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Condenação em 2ª instância,"Ao se falar de condenação em 2ª instância o assunto traz um grande impasse, e que coloca, sobretudo, uma questão de inconstitucionalidade. As decisões sobre essas condenações vão de encontro a uma cláusula pétrea da Carta Magna, a presunção da Inocência.
Segundo levantamento realizado pelo Ministro Lewandowski, um terço dos recursos de habeas corpus, ao Supremo Tribunal de Justiça, tem suas penas revistas, partindo desse pressuposto, entende-se que as diversas possibilidades de recursos existentes no código penal brasileiro auxiliam na correção de possíveis injustiças.
Contudo, é evidente, em muitos casos, que recursos servem para postergar a penalidade do réu. Se há evidências e provas de sua autoria, não existem razões pelas quais protelar tal decisão, visto que os recursos aos tribunais superiores não tem por objetivo o julgamento individualizado do mérito. Ainda que a condenação em 2º instância venha causar inconformidade e julguem-a inconstitucional, é possível demonstrar o modo como ela vai de encontro a outros princípios constitucionais e favorece, se não aplicada, a impunidade. A exemplo desta temos o caso do jogador Edmundo que em 95 causou a morte de três pessoas em um acidente de transito, por conduzir seu veículo em alta velocidade. Após 4 anos, do fato, ele foi condenado em 1ª e em 2ª instancia. Porém, contestou novamente da decisão e interpôs recursos diversos, tantos foram que, somente depois de transcorridos mais dez anos foram concluídos.
Assim, conclui-se que a condenação em 2ª instância traz créditos positivos a justiça brasileira e o reconhecimento de que ela é efetiva, célere e colabora com a paz social.",[120   0 160 120  80 480],2019,0.07336,0.02703,0.55598,28.52179,0.44402,2.5,3.09028,25.9,0.31274,4,10,259,0.08108,0.14286,0.05019,0.03089,0.00772,0.0,0.01158,549124.70139,4.35771,4.55451,221.0,0.9984,0.93,1.563,1.2743,5.30825,5.47572,0.63889,10.69607,1508.31235,0.01056,0.80238,0.08494,0.01158,0.04247,0.00386,0.02703,0.00772,0.03475,0.0,0.01544,3.05556,1.83333,3.54167,10.09677,2.95642,7.85,66.1,0.53617,1.25217,1.11111,6.11111,0.55556,0.57778,1.11111,0.97778,0.66667,0.86675,0.05398,0.84472,0.06005,0.90834,0.00714,0.89717,0.05287,0.91086,0.04691,0.38889,0.38194,0.79861
16.html,por-que-nao-ha-novas-manifestacoes-nas-ruas,Tantos casos de conhecimento público,"Com tantos casos vindo a conhecimento público não podemos deixar de reparar no descrédito dos brasileiros na política, sendo um desses a corrupção generalizada nos ramos da politica e economia, desmotivando toda sociedade brasileira. 
Todavia, observando os fatos que vem ocorrendo nos últimos tempos, é notório o crescimento de escândalos envolvendo deputados, senadores, ministros e presidentes, constando corrupção, lavagem de dinheiro,caixa dois, onde o número de envolvidos é surpreendente. Assim, como os casos que mais abalaram o Brasil, sendo eles ""Mensalão"", ""impeachment contra dois presidentes, sendo o primeiro Fernando Collor e o segundo contra Dilma Rousseff"", ""as prisões de governantes "", e as acusações contra o atual presidente Michel Temer"".
Espavorecidos com tais casos que são relatados diariamente nos meios de comunicação os brasileiros esperam inquietos por algo que aparenta esta distante, a solução. A falta de punição ainda lidera quase tudo sempre. O papel da justiça habita exatamente aí, em acabar com o atual quadro de letargia e fazer cumprir as leis com mais eficiência e igualdade para todas as classes. 
Contudo, a polícia federal deve continuar agindo da sua maneira, e dessa forma os políticos tendem a ter consciência dos seus atos e antes de pensar em transferir o dinheiro público para a conta pessoal, eles deveriam investir na necessidade de maior eficiência nos recursos disponíveis, priorizando a saúde e a educação. ",[160  40  40 120  40 400],2017,0.0625,0.04018,0.58036,19.20679,0.41964,1.75,3.1,32.0,0.3125,4,7,224,0.08482,0.16518,0.04464,0.04018,0.0,0.0,0.00446,285147.38462,4.666,4.84418,1650.85714,2.49243,2.49243,2.57771,2.57771,5.54956,5.67384,0.67647,10.58769,1284.24267,0.00784,0.76824,0.10268,0.01786,0.05357,0.00446,0.04464,0.00893,0.01786,0.0,0.00893,2.42857,3.33333,2.95522,8.28125,3.31746,8.14286,94.57143,0.51122,1.38298,1.16667,3.83333,1.16667,0.66667,2.0,1.04762,0.66667,0.86782,0.05742,0.86174,0.03026,0.90396,0.03327,0.90056,0.02677,0.91999,0.02837,0.32308,0.44615,0.72308
14.html,internacao-compulsoria-de-dependentes-de-crack,A dependência também é compulsória,"O costumeiro descaso dos governos, independentemente de esferas ou de partidos, é o responsável pelo surgimento e expansão das cracolândias de São Paulo e de outras capitais do Brasil. Não só não se fez nada para combater o problema em suas origens, como se foi, posteriormente, “empurrando com a barriga”, provavelmente porque as diversas administrações paulistas e paulistanas acreditavam que aquela área decadente da cidade jamais viria a prejudicá-los na hora de pedir votos para se eleger. Houve até prefeito que tentou se capitalizar politicamente com aquela versão tupiniquim do inferno, acolhendo de braços abertos os dependentes de crack e até lhes dando uns trocados para sustentarem o pobre do vício, que viria da exclusão social e demais maldades intrínsecas ao capitalismo.
Desse modo, a cracolândia, que já ia de vento em popa sem a colaboração municipal, tornou-se ainda maior e se transformou numa espécie de Galeria Pajé dos psicotrópicos, reunindo consumidores e fornecedores a céu aberto, 24 horas por dia, sete dias por semana. Afinal, varrido em primeiro turno o prefeito anterior de Piratininga, complacente e solidário com a toxicodependência, uma intervenção de fato só acabou por acontecer no início da administração João Dória, com uma ação policial para reprimir os traficantes da área, ordenada pelo governador do Estado, que aparentemente não a comunicou ao novo prefeito, de seu mesmo partido, o PSDB, contumaz protagonista de vacilações e trapalhadas.
Não há dúvida de que a operação não surtiu o efeito desejado: a retomada pelo poder público da região privatizada por traficantes e drogados. Pior, ainda teve diversos efeitos colaterais, como espalhar os dependentes e seus fornecedores por outros locais do centro da cidade, para não falar do surgimento de movimentos e manifestações de protesto contra o governo tucano, capitaneadas por Organizações Não Governamentais (paradoxalmente sustentadas por verbas públicas), ligadas a partidos políticos ou à máfia dos autodenominados sem-teto.
Pois bem, as críticas ao prefeito de São Paulo – teleguiadas por todos sabem quem – obtiveram forte eco nos meios de comunicação, que procuraram declarações de especialistas e até de dependentes completamente “chapados” para reiterá-las e condenar a iniciativa, com a mesma veemência com que aplaudiam a ação deletéria da gestão anterior. No cerne dessas críticas, estava o pedido de autorização judicial para o estado e o município poderem internar compulsoriamente as pessoas que já se transformaram em verdadeiros zumbis, dados os danos causados ao cérebro pelo crack, o que lhes abortou há muito tempo o livre-arbítrio. O argumento essencial contrário à compulsoriedade é muito simples: alega-se que ele atenta contra a liberdade do cidadão, além de ser ineficiente, ao contrário das internações voluntárias – essas, sim, o caminho lúcido para o paraíso da sobriedade.
Ora, se o problema é o fato de a internação ser compulsória, se o que está em pauta é a compulsão propriamente dita, há um argumento irrefutável para desmascarar esses supostos campeões da liberdade e dos direitos humanos: o próprio consumo de crack por essas pessoas também é compulsório. É compulsivamente que eles se entregam ao vício e não por vontade própria, o que qualquer psiquiatra com um mínimo de honestidade deveria atestar. Além disso, uma internação compulsória é certamente menos cruel do que a compulsão pela ingestão do entorpecente, porque em vez de manter os adictos na situação degradada e desumana em que vivem, visa livrá-los da escravidão, do cativeiro em que se enfiaram até certo ponto por conta própria, mas do qual jamais se libertarão por sua própria vontade. Simples assim.",[160 200 200 120   0 680],2017,0.06609,0.06435,0.55304,10.43411,0.44696,2.8,3.19182,41.07143,0.29217,5,14,575,0.10435,0.13043,0.05739,0.0313,0.00522,0.00348,0.01565,356818.88365,4.35873,4.52478,6390.28571,2.01493,2.01493,2.21893,2.05721,5.42278,5.5501,0.65672,11.48129,1300.98627,0.0038,0.77731,0.10957,0.00522,0.04696,0.0,0.05913,0.00348,0.05043,0.0,0.0087,2.64865,2.0625,2.78947,8.05172,3.76332,8.53571,126.78571,0.52662,1.23735,1.84615,7.07692,2.23077,1.52747,2.30769,1.27473,1.61538,0.91349,0.03893,0.88969,0.05498,0.96123,0.01202,0.92932,0.04632,0.94308,0.03976,0.41195,0.60063,0.80818
9.html,patrimonio-historico-e-cultural-brasileiro-um-caso-de-descaso,Patrimônios destruídos pelo governo,"Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.
A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.
Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.",[120 120 160 120 120 640],2018,0.03306,0.05372,0.50413,19.32222,0.49587,1.66667,2.90164,48.4,0.22314,3,5,242,0.14876,0.19421,0.05785,0.04132,0.00413,0.00413,0.0124,402046.77049,4.95016,4.94202,1934.0,3.1164,2.8704,3.2852,3.2852,5.76258,5.80902,0.38298,11.4772,753.95091,0.01622,0.69657,0.13636,0.00413,0.07438,0.0,0.06612,0.00413,0.05372,0.0,0.0124,5.5,2.55556,3.13208,9.04762,3.34716,7.6,145.6,0.49399,1.01667,1.25,7.25,5.5,4.6,5.25,5.3,4.25,0.92831,0.04009,0.93215,0.04441,0.97076,0.00682,0.94362,0.04204,0.9458,0.04324,0.38525,0.63934,0.98361
