id,id_prompt,essay_title,essay_text,grades,essay_year,adjective_ratio,adverbs,content_words,flesch,function_words,sentences_per_paragraph,syllables_per_content_word,words_per_sentence,noun_ratio,paragraphs,sentences,words,pronoun_ratio,verbs,logic_operators,and_ratio,if_ratio,or_ratio,negation_ratio,cw_freq,cw_freq_brwac,cw_freq_bra,min_cw_freq,min_cw_freq_brwac,min_freq_brwac,min_cw_freq_bra,min_freq_bra,freq_brwac,freq_bra,hypernyms_verbs,brunet,honore,personal_pronouns,ttr,conn_ratio,add_neg_conn_ratio,add_pos_conn_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,log_neg_conn_ratio,log_pos_conn_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,adjectives_ambiguity,adverbs_ambiguity,nouns_ambiguity,verbs_ambiguity,yngve,frazier,dep_distance,cross_entropy,content_density,adjacent_refs,anaphoric_refs,adj_arg_ovl,arg_ovl,adj_stem_ovl,stem_ovl,adj_cw_ovl,lsa_adj_mean,lsa_adj_std,lsa_all_mean,lsa_all_std,lsa_paragraph_mean,lsa_paragraph_std,lsa_givenness_mean,lsa_givenness_std,lsa_span_mean,lsa_span_std,negative_words,positive_words,ratio_function_to_content_words,author,source,id_control,llama_grades,Competência 1 - llama_grades - exp5,Competência 2 - llama_grades - exp5,Competência 3 - llama_grades - exp5,Competência 4 - llama_grades - exp5,Competência 5 - llama_grades - exp5,Total 5 - llama_grades - exp5,Competência 1 - llama_grades - exp6,Competência 2 - llama_grades - exp6,Competência 3 - llama_grades - exp6,Competência 4 - llama_grades - exp6,Competência 5 - llama_grades - exp6,Total 5 - llama_grades - exp6,gxboost_grades
4.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Imigrantes: o direito à vida e a assistência,"A população do nosso país foi formada, em grande parte, por imigrantes portugueses, africanos (foram trazidos à força em navios negreiros), italianos, japoneses entre outros. Cada um fez parte de um período histórico dessa nação, com contribuições para a estrutura econômica, política e agrícola. Na contemporaneidade o Brasil continua a receber essas pessoas que vem de guerras, crises econômicas, perseguições religiosas e políticas e tantos outros motivos.
Nos últimos anos, migraram os haitianos, bolivianos, coreanos, angolanos, sírios e recentemente em 2018, os venezuelanos, que estão fugindo da crise em sua pátria.
A Declaração dos Direitos Humanos garante o direito à vida, à liberdade, ao trabalho e a educação, sem discriminação, a todo ser humano. A posição do Brasil deve ser a mesma do século XIX e XX, quando recebeu diversos imigrantes e agora na contemporaneidade, a de continuar aceitando a migração dessas pessoas, pois estará cumprindo os direitos humanos, que são inerente a todos independente da nacionalidade, idioma, etnia ou qualquer outra condição.
Eles migram carregados de necessidades básicas e elas devem ser atendidas com prioridade, como a documentação, moradia, saúde, educação, higiene, alimentação e renda. Mesmo o nosso país sendo subdesenvolvido, não pode deixar de garantir esse direito à vida aos imigrantes. 
Em suma, há muitas ONGS e instituições religiosas que ajudam essas pessoas. O governo pode subsidiar esses lugares com o recrutamento de voluntários da área da saúde, educação (com foco no aprendizado da língua portuguesa) e orientar sobre a procura por trabalho e abrigos para os imigrantes.
É preciso, também, ter um olhar para os filhos deles, que estão em período escolar e orientar as escolas a desenvolverem projetos com os alunos sobre a xenofobia, o bullying e a discriminação; procurar trazer a cultura dessas crianças e adolescentes ao conhecimento dos discentes brasileiros, para que se desenvolva empatia e respeito à diversidade cultural.",[160 160 160 160 120 760],2019,0.06863,0.02288,0.5719,21.54072,0.4281,1.83333,3.17714,27.81818,0.33987,6,11,306,0.10458,0.14052,0.05882,0.05229,0.0,0.00327,0.00327,309656.33714,4.65508,4.86505,5223.36364,2.42764,2.42764,3.22809,3.22809,5.5558,5.70157,0.525,10.95464,1165.92172,0.00966,0.79647,0.09804,0.0,0.05882,0.0,0.03922,0.0,0.01961,0.0,0.00327,2.66667,2.25,2.89796,9.15789,3.01595,7.90909,78.72727,0.48487,1.33588,0.7,2.5,0.3,0.67273,1.3,0.92727,0.6,0.82718,0.06692,0.81622,0.03227,0.89211,0.04851,0.8767,0.0586,0.89929,0.05423,0.13143,0.48571,0.74857,,,139,"[160, 180, 140, 120, 100, 600]",160,180,140,120,100,600,160,200,200,160,160,880,[160 200 120 120 200]
3.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Constituição ou liberdade?,"O Brasil tem vivido momentos conturbados em relação à política. No meio de tantos escândalos e corrupções, não sabemos ao certo quem está certo ou não. Este tipo de conflito costuma ser resolvido por grandes tribunais (STJ, STF e afins), que exercem esse trabalho por nós.
Nas últimas semanas, foi decidido pelo STF (Supremo Tribunal Federal), através de uma votação, que a pena de um réu só poderá ser emitida, após o mesmo não ter mais recursos contra essa determinação e, a seguir, ser julgado pelo próprio Supremo Tribunal Federal.
De acordo com à Constituição Federal, a terceira instância não existe. Porém, o réu pode recorrer ao Supremo para revisar às medidas judiciais tomadas pela 2° instância. Neste momento, o mais cabível, seria em que o réu começasse a ""pagar"" sua pena enquanto aguarda esta revisão. Em certos pontos, os Guardiões da Constituição estão indo contra à mesma, e isso em certo ponto causa discórdia entre a população. Isso demonstra, cada vez mais o quanto o Brasil, em questões políticas, ainda engatinha lentamente para evoluir.",[ 80  80  80  80  80 400],2019,0.05714,0.06286,0.56,50.23032,0.44,3.0,2.62245,19.44444,0.25143,3,9,175,0.12,0.18857,0.05143,0.02286,0.0,0.00571,0.02286,578622.52041,4.59445,4.89085,2355.66667,2.52111,2.52111,2.80033,2.80033,5.42179,5.6302,0.87879,10.32563,1061.12954,0.00605,0.75368,0.08,0.01143,0.02286,0.0,0.02286,0.00571,0.02857,0.0,0.02286,5.11111,2.8,3.17073,8.65385,2.75849,7.16667,50.44444,0.60393,1.27273,0.0,0.0,0.625,0.38889,1.25,0.80556,1.0,0.86102,0.03909,0.81691,0.04881,0.90577,0.02871,0.87873,0.04101,0.89865,0.04891,0.29592,0.23469,0.78571,,,140,"[120, 160, 140, 180, 100, 700]",120,160,140,180,100,700,120,80,80,40,0,320,[120 120 120 120   0]
6.html,qualificacao-e-o-futuro-do-emprego,Tempos de IA,"Em ""Tempos modernos"", Chaplin nos apresenta um trabalhador fabril que em seu repetitivo trabalho quase se funde a máquina. Hoje quase um século após o filme as transformações no mundo do trabalho dispensam esse trabalhador que realiza funções de máquina. Estamos agora diante da quarta revolução industrial marcada pela presença da IA (inteligência artificial) essa agora de máquinas cumprindo papéis humanos. Esse momento novo em nossa história nos coloca frente à questão: como valorizar o humano na era da inteligência artificial?
Observar como está a saúde do mercado de trabalho é um bom ponto de partida para analisar o nosso momento social uma vez que a sociedade e o mundo do trabalho estão fortemente ligados. Neste sentido o que observarmos é uma redução cada faz maior dos postos de trabalho e no âmbito social um aumento populacional enorme tornando portanto o mercado mais competitivo onde muitos lutam por poucas vagas. Cada vez mais o mercado busca pelo trabalho especializado que exigem graduação isso já no presente momento, a tendência com a implementação da inteligência artificial é uma exigência ainda maior em um mundo que já passou a muito a casa dos 7 bilhões de habitantes.
Os países em desenvolvimento e os subdesenvolvidos que não dispõem de uma população qualificada devem ser os maiores atingidos e podem ver no longo prazo uma precarização do trabalho e um empobrecimento geral. Em países desenvolvidos como a Alemanha por exemplo a indústria automobilística já automatizou todas as suas montadoras, o trabalho humano no setor produtivo não é mais necessário restando apenas as funções gerências e administrativas que no futuro com a implantação da IA também farão a mão-de-obra humana dispensável em muitos casos.
É necessário pensar o futuro, preparar a sociedade para as mudanças. É fundamental investir pesado em educação da base a pesquisa nossos governantes devem entender que educação não é um gasto é um investimento para o futuro. Nenhuma grande potência nasceu sem investimento em educação. Uma nova distribuição da riqueza também deve ser pensada pois já observamos o crescimento do número de pessoas acima de sessenta anos além disso a o fato de que mesmo no melhor cenário econômico será impossível empregar a todos no futuro. Nesse cenário a concentração de renda pode aumentar sendo necessário mecanismos que redistribuam a riqueza. Muito ainda será pensado e dito sobre a revolução da IA a única certeza é a necessidade de valorizar sobre tudo a vida humana e que está não seja descartável como as máquinas que consideramos ultrapassadas.",[120 160 160 120 120 680],2020,0.09856,0.0649,0.58894,26.47172,0.41106,3.75,3.00816,27.73333,0.26683,4,15,416,0.08173,0.15865,0.03365,0.01923,0.0,0.0,0.00962,483819.80816,5.03017,5.12525,5961.6,3.126,2.84587,3.457,3.17807,5.73742,5.82889,0.33333,11.66747,975.82348,0.0,0.73621,0.07933,0.00481,0.03846,0.0,0.03125,0.00481,0.02885,0.0,0.01442,3.07317,3.95238,3.53704,9.05357,2.91454,8.3,64.6,0.49853,1.43275,0.0,0.0,2.0,0.94286,3.14286,2.06667,2.35714,0.89694,0.04333,0.87033,0.06154,0.95496,0.00313,0.92168,0.04144,0.93624,0.03362,0.25306,0.44082,0.69796,,,141,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,160,200,160,160,200,880,[200 200 200 200 200]
1.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,"Justiça pra alguns, STF pra outros","Consoante a constituição federal vigente, ninguém será preso até a condenação transitada em julgado. A carta magna é clara quanto ao tempo em que se deve começar, de fato, o cumprimento do regime. Todavia, a constituição expressa a vontade do povo, o qual é realmente o detentor originário do poder constituinte, sendo assim, não é possível que se interprete a constituição apenas de forma literal, é necessário levar em conta também a opinião a quem vai recair essas mudanças.
O Brasil é signatário de vários tratados e convenções internacionais, inclusive, a constituição federal de 1988 possui diversos dispositivos extraídos desses acordos. Um deles, de suma importância, decorre da Declaração Universal dos Direitos Humanos, de 1948, o qual é o princípio da presunção de inocência. Muitas pessoas que são contra a prisão após a segunda instância se apoiam nesse princípio, dizendo que se ainda é possível recorrer, não há que se falar em prisão. O problema é que após a segunda instância não se avalia mais as provas e seus conteúdos, mas apenas as matérias constitucionais, ou seja, o condenado já é culpado, o que falta é apenas uma formalidade em que os tribunais superiores ratificam que tudo está em conformidade com a constituição.
Além disso, essas instâncias superiores, de certo modo, ferem o princípio da isonomia, visto que não são acessíveis a todos, e sim a um grupo seleto de pessoas com alto poder aquisitivo, que podem contratar os melhores advogados com capacidade de elaborar e de se fazer chegar esses pedidos ao plenário dos tribunais superiores. Como nossa lei penal retroage em favor do réu, caso mudem o atual entendimento de que a prisão após segunda instância é lícita, muitos poderão ser beneficiados, inclusive, estupradores, traficantes, corruptos. Por ser maioria o número de pessoas a favor do entendimento atual e para se garantir o sentimento de justiça, o STF precisa manter seu entendimento de 2016, pois tais mudanças, em um espaço tão curto de tempo, acarretam prejuízos à sociedade e grave instabilidade na ordem jurídica.
Percebe-se, portanto, que para que o país realmente deixe de ser conhecido como o país da impunidade, não basta que apenas seja mantida a prisão após segunda instância, como também que se endureça ainda mais as penas. Para que tudo isso seja possível, é imprescindível que a população mude seus pensamentos, mostre que realmente quer mudanças e que está disposta a lutar por isso, pois só assim, lutando, que será possível a concretização, de fato, do que traz a nossa constituição em seu artigo 5º: ""todos são iguais perante a lei"".",[200 200 200 160  40 800],2019,0.08645,0.08178,0.57477,29.39922,0.42523,3.0,2.8252,35.66667,0.24065,4,12,428,0.11449,0.16589,0.03271,0.01636,0.00234,0.0,0.01168,931639.10976,4.82449,4.92867,434.0,1.74542,1.74542,1.79567,1.79567,5.62426,5.72995,0.44118,11.86651,983.55603,0.0,0.73687,0.1215,0.00935,0.04206,0.0,0.05841,0.00467,0.06308,0.0,0.0257,2.94595,2.71429,4.38947,8.96721,3.27873,9.375,100.33333,0.47415,1.35165,0.27273,0.27273,1.45455,1.5,3.81818,4.33333,2.54545,0.86904,0.07804,0.84825,0.08848,0.96749,0.00768,0.90227,0.07115,0.91994,0.07772,0.44309,0.54472,0.73984,,,142,"[130, 180, 160, 140, 150, 760]",130,180,160,140,150,760,160,200,200,160,160,880,[160 200 200 160 200]
6.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Tardia e eficaz,"Múltiplos fatores são considerados na condenação de um réu e isso pode trazer à tona algumas polêmicas. Atualmente, está em voga o questionamento quanto a legalidade da pena após a decisão do juiz ter ocorrido em segunda instância.
Alguns países servem de exemplo para melhor esclarecimento entre as ideias opostas, e alguns casos específicos trazem a noção de que o cumprimento da pena é algo orgânico, por assim dizer, pode ser eliminado, diminuído ou ampliado, mediante apuração de novas provas, ou comportamento do réu após a batida do martelo.
Assim, sabendo que a punição ou absolvição, deve ocorrer em face do ato praticado, relacionando as consequências desse ato e principalmente a preservação do bem estar social, há a certeza de que o refinamento de antigos processos são positivos ao sentido da justiça. Então, a despeito da última palavra decisória ter sido declarada em qualquer instância possível, é preciso reforçar a ideia de que o objetivo da libertação de um preso deve acontecer, exclusivamente, caso seja benéfico ao Brasil.",[0 0 0 0 0 0],2019,0.08333,0.03571,0.58929,21.35957,0.41071,1.66667,2.9899,33.6,0.27381,3,5,168,0.04167,0.19643,0.04167,0.01786,0.0,0.01786,0.0,287751.30303,4.83943,4.83825,1615.0,3.1366,3.1366,3.4172,3.4172,5.6556,5.67942,0.33333,10.33327,1084.83827,0.0,0.75551,0.06548,0.0,0.02976,0.0,0.02381,0.0,0.04167,0.0,0.02976,2.42857,1.33333,3.17778,8.91667,3.12816,7.9,90.2,0.4619,1.43478,0.0,0.0,0.25,0.3,0.75,1.7,0.75,0.90461,0.04754,0.91592,0.04889,0.95162,0.01347,0.93034,0.04703,0.93487,0.04863,0.22222,0.57576,0.69697,,,143,"[120, 80, 40, 100, 60, 400]",120,80,40,100,60,400,120,80,80,40,0,320,[120 120 120 120  40]
13.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Prisão precoce!,"Atualmente o número de processos criminais no Brasil é muito grande, com isso a prisão após a condenação do réu em 2ª instância, se torna insensata, pois as prisões brasileiras estão superlotadas, e esse fato supracitado só piora tal situação.
Em primeiro lugar devemos destacar que uma decisão nesse sentido favorece a injustiça. Além disso no direito penal brasileiro existe um grande número de recursos que devem ser respeitados. Uma vez que é direito do réu permanecer em liberdade até que se esgotem todos os recursos disponíveis.
Dessa maneira para mudar a realidade do nosso país o Governo Federal deve criar leis que proíbam a prisão em 2ª instância. Como disse Desmóstenes : ""É necessário que os princípios de uma política sejam justos e verdadeiros"", Ou seja, deve ser preso quem realmente merece ser preso!",[120 200 120 120 120 680],2019,0.11111,0.04444,0.60741,43.6375,0.39259,2.0,2.71951,22.5,0.24444,3,6,135,0.0963,0.20741,0.02222,0.01481,0.0,0.0,0.0,415954.21951,4.72917,4.77637,1800.66667,1.6945,1.6945,1.65617,1.65617,5.50664,5.56271,0.57692,9.99445,907.70743,0.0,0.79833,0.11852,0.0,0.03704,0.0,0.06667,0.0,0.05185,0.00741,0.01481,5.38462,3.33333,4.22581,7.04167,2.42973,8.5,66.83333,0.52857,1.54717,0.0,0.0,0.4,0.53333,1.0,2.26667,0.6,0.8913,0.02599,0.89171,0.02758,0.93661,0.01583,0.91597,0.02705,0.91933,0.02961,0.2439,0.60976,0.64634,,,144,"[100, 160, 120, 80, 160, 620]",100,160,120,80,160,620,120,80,80,40,0,320,[120 120 120 120   0]
6.html,qualificacao-e-o-futuro-do-emprego,Tempos de IA,"Em ""Tempos modernos"", Chaplin nos apresenta um trabalhador fabril que em seu repetitivo trabalho quase se funde a máquina. Hoje quase um século após o filme as transformações no mundo do trabalho dispensam esse trabalhador que realiza funções de máquina. Estamos agora diante da quarta revolução industrial marcada pela presença da IA (inteligência artificial) essa agora de máquinas cumprindo papéis humanos. Esse momento novo em nossa história nos coloca frente à questão: como valorizar o humano na era da inteligência artificial?
Observar como está a saúde do mercado de trabalho é um bom ponto de partida para analisar o nosso momento social uma vez que a sociedade e o mundo do trabalho estão fortemente ligados. Neste sentido o que observarmos é uma redução cada faz maior dos postos de trabalho e no âmbito social um aumento populacional enorme tornando portanto o mercado mais competitivo onde muitos lutam por poucas vagas. Cada vez mais o mercado busca pelo trabalho especializado que exigem graduação isso já no presente momento, a tendência com a implementação da inteligência artificial é uma exigência ainda maior em um mundo que já passou a muito a casa dos 7 bilhões de habitantes.
Os países em desenvolvimento e os subdesenvolvidos que não dispõem de uma população qualificada devem ser os maiores atingidos e podem ver no longo prazo uma precarização do trabalho e um empobrecimento geral. Em países desenvolvidos como a Alemanha por exemplo a indústria automobilística já automatizou todas as suas montadoras, o trabalho humano no setor produtivo não é mais necessário restando apenas as funções gerências e administrativas que no futuro com a implantação da IA também farão a mão-de-obra humana dispensável em muitos casos.
É necessário pensar o futuro, preparar a sociedade para as mudanças. É fundamental investir pesado em educação da base a pesquisa nossos governantes devem entender que educação não é um gasto é um investimento para o futuro. Nenhuma grande potência nasceu sem investimento em educação. Uma nova distribuição da riqueza também deve ser pensada pois já observamos o crescimento do número de pessoas acima de sessenta anos além disso a o fato de que mesmo no melhor cenário econômico será impossível empregar a todos no futuro. Nesse cenário a concentração de renda pode aumentar sendo necessário mecanismos que redistribuam a riqueza. Muito ainda será pensado e dito sobre a revolução da IA a única certeza é a necessidade de valorizar sobre tudo a vida humana e que está não seja descartável como as máquinas que consideramos ultrapassadas.",[120 160 160 120 120 680],2020,0.09856,0.0649,0.58894,26.47172,0.41106,3.75,3.00816,27.73333,0.26683,4,15,416,0.08173,0.15865,0.03365,0.01923,0.0,0.0,0.00962,483819.80816,5.03017,5.12525,5961.6,3.126,2.84587,3.457,3.17807,5.73742,5.82889,0.33333,11.66747,975.82348,0.0,0.73621,0.07933,0.00481,0.03846,0.0,0.03125,0.00481,0.02885,0.0,0.01442,3.07317,3.95238,3.53704,9.05357,2.91454,8.3,64.6,0.49853,1.43275,0.0,0.0,2.0,0.94286,3.14286,2.06667,2.35714,0.89694,0.04333,0.87033,0.06154,0.95496,0.00313,0.92168,0.04144,0.93624,0.03362,0.25306,0.44082,0.69796,,,145,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,160,200,160,160,200,880,[200 200 200 200 200]
7.html,voce-faz-parte-da-turma-do-eu-me-acho,Geração dos Narcisos,"As pessoas da geração 2000 em diante, tem sido chamados de Geração Eu por sempre estarem exigindo elogios e se elevando. Sendo assim pessoas com muita autoestima podem se tornam egoístas. 
Jean Twenge, escritora do livro ''Geração Eu'', afirma que Narcisismo leva ao excesso de confiança ou seja a pessoa cria muitas ilusões e muitas vezes se decepciona e isso é fruto do mimo que recebem dos pais. 
Uma jornalista aposentada revela que quando você não permite que seu filho seja independente, ele sempre estará contando com você para alguma coisa. Se você cria seu filho dando tudo que quiser provavelmente não saberá viver sem você. 
Keith Campbell, psicólogo da Universidade da Geórgia, também fala que os pais estão tratando os filhos como pessoas da realeza, estão sempre querendo ser os melhores e se acham superiores. Muitas vezes não assumem os erros e reclamam quando as pessoas não reconhecem seu valor. 
Conclui-se, portanto, que os pais devem sempre educar bem seus filhos e dar não muito mais que o necessário, pois eles podem entrar na Geração Eu e se tornarem dependentes.",[120  40  40 120  40 360],2016,0.0221,0.09945,0.61878,51.52919,0.38122,1.6,2.51786,22.625,0.26519,5,8,181,0.1326,0.23204,0.07182,0.03867,0.00552,0.0,0.02762,561849.32143,4.63006,4.89635,1058.625,2.254,2.254,2.577,2.577,5.40514,5.55541,0.4878,10.58525,1042.0055,0.05646,0.73439,0.13812,0.0,0.06077,0.0,0.07735,0.0,0.0663,0.0,0.01657,3.75,2.14286,2.46512,10.69231,2.68133,7.125,55.625,0.57666,1.62319,1.14286,1.85714,1.42857,1.42857,2.0,2.39286,1.0,0.89946,0.03175,0.8901,0.02408,0.92994,0.01281,0.92414,0.02669,0.93351,0.02505,0.21429,0.55357,0.61607,,,146,"[120, 160, 140, 180, 100, 700]",120,160,140,180,100,700,120,160,120,80,80,560,[120 120 120 120   0]
13.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Os imigrantes à caminho do Brasil,"Sabe-se que os imigrantes venezuelanos estão migrando do seu país de origem devido a crise econômica.
Como citou Maquiavel “Não há nada mais difícil ou perigoso do que tomar a frente na introdução de uma mudança”, é indubitável que o governo tem que pensar em diversas maneiras de acolher ou de rejeitar os imigrantes por quê pode gerar desemprego, violência, falta de saneamento básico, dentre outros fatores, devido a grande quantidade de pessoas que imigram.
Porém, o Governo deve tomar medidas cabíveis, permitindo imigração de 25% dos venezuelanos. Assim, o Governo, junto com as empresas privadas, pode gerar novos empregos e com isso diminuindo a violência. ",[120 160  80  80 160 600],2019,0.08411,0.04673,0.57009,34.2987,0.42991,1.33333,2.86885,26.75,0.26168,3,4,107,0.05607,0.17757,0.04673,0.00935,0.0,0.01869,0.00935,408779.44262,4.59843,4.82808,2702.75,1.45075,1.36575,2.15075,2.15075,5.42526,5.60456,0.78947,9.70198,1002.00824,0.0,0.7625,0.07477,0.00935,0.02804,0.0,0.05607,0.0,0.03738,0.0,0.00935,5.44444,1.75,3.37037,10.61111,2.86941,7.5,63.25,0.5193,1.32609,0.0,0.0,1.0,0.83333,1.33333,1.5,1.33333,0.846,0.01293,0.85008,0.0,0.88566,0.03114,0.8779,0.01905,0.88251,0.02032,0.42623,0.32787,0.7541,,,147,"[120, 80, 40, 60, 40, 340]",120,80,40,60,40,340,120,120,80,4,0,0,[120 120  80 120   0]
19.html,um-reu-deve-ou-nao-ser-preso-apos-a-condenacao-em-2-instancia,Condenação em 2ª instância,"Ao se falar de condenação em 2ª instância o assunto traz um grande impasse, e que coloca, sobretudo, uma questão de inconstitucionalidade. As decisões sobre essas condenações vão de encontro a uma cláusula pétrea da Carta Magna, a presunção da Inocência.
Segundo levantamento realizado pelo Ministro Lewandowski, um terço dos recursos de habeas corpus, ao Supremo Tribunal de Justiça, tem suas penas revistas, partindo desse pressuposto, entende-se que as diversas possibilidades de recursos existentes no código penal brasileiro auxiliam na correção de possíveis injustiças.
Contudo, é evidente, em muitos casos, que recursos servem para postergar a penalidade do réu. Se há evidências e provas de sua autoria, não existem razões pelas quais protelar tal decisão, visto que os recursos aos tribunais superiores não tem por objetivo o julgamento individualizado do mérito. Ainda que a condenação em 2º instância venha causar inconformidade e julguem-a inconstitucional, é possível demonstrar o modo como ela vai de encontro a outros princípios constitucionais e favorece, se não aplicada, a impunidade. A exemplo desta temos o caso do jogador Edmundo que em 95 causou a morte de três pessoas em um acidente de transito, por conduzir seu veículo em alta velocidade. Após 4 anos, do fato, ele foi condenado em 1ª e em 2ª instancia. Porém, contestou novamente da decisão e interpôs recursos diversos, tantos foram que, somente depois de transcorridos mais dez anos foram concluídos.
Assim, conclui-se que a condenação em 2ª instância traz créditos positivos a justiça brasileira e o reconhecimento de que ela é efetiva, célere e colabora com a paz social.",[120   0 160 120  80 480],2019,0.07336,0.02703,0.55598,28.52179,0.44402,2.5,3.09028,25.9,0.31274,4,10,259,0.08108,0.14286,0.05019,0.03089,0.00772,0.0,0.01158,549124.70139,4.35771,4.55451,221.0,0.9984,0.93,1.563,1.2743,5.30825,5.47572,0.63889,10.69607,1508.31235,0.01056,0.80238,0.08494,0.01158,0.04247,0.00386,0.02703,0.00772,0.03475,0.0,0.01544,3.05556,1.83333,3.54167,10.09677,2.95642,7.85,66.1,0.53617,1.25217,1.11111,6.11111,0.55556,0.57778,1.11111,0.97778,0.66667,0.86675,0.05398,0.84472,0.06005,0.90834,0.00714,0.89717,0.05287,0.91086,0.04691,0.38889,0.38194,0.79861,,,148,"[160, 180, 140, 160, 180, 820]",160,180,140,160,180,820,160,160,160,160,120,760,[200 200 120 120  80]
9.html,patrimonio-historico-e-cultural-brasileiro-um-caso-de-descaso,Patrimônios destruídos pelo governo,"Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.
A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.
Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.",[120 120 160 120 120 640],2018,0.03306,0.05372,0.50413,19.32222,0.49587,1.66667,2.90164,48.4,0.22314,3,5,242,0.14876,0.19421,0.05785,0.04132,0.00413,0.00413,0.0124,402046.77049,4.95016,4.94202,1934.0,3.1164,2.8704,3.2852,3.2852,5.76258,5.80902,0.38298,11.4772,753.95091,0.01622,0.69657,0.13636,0.00413,0.07438,0.0,0.06612,0.00413,0.05372,0.0,0.0124,5.5,2.55556,3.13208,9.04762,3.34716,7.6,145.6,0.49399,1.01667,1.25,7.25,5.5,4.6,5.25,5.3,4.25,0.92831,0.04009,0.93215,0.04441,0.97076,0.00682,0.94362,0.04204,0.9458,0.04324,0.38525,0.63934,0.98361,,,149,"[120, 160, 140, 180, 160, 760]",120,160,140,180,160,760,120,120,120,120,80,560,[120 120 120 120   0]
11.html,o-brasil-e-os-imigrantes-no-mundo-contemporaneo,Por que sair do acordo de migração da ONU é um erro?,"No Brasil contemporâneo vivenciamos o impacto da imigração de venezuelanos por meio da fronteira entre Brasil, no estado de Roraima, e Venezuela. O êxodo venezuelano tem se desdobrado em discussões, debates, medidas governamentais de gerenciamento dos imigrantes e, finalmente, a medida mais drástica, a ameaça de retirada do Brasil do Pacto Mundial para Migração pelo Presidente da República, Jair Messias Bolsonaro.
A questão de frente é a crise nos países de origem dos imigrantes gerada por governos corruptos, ditatoriais, guerras, conflitos internos e crise econômica além da falta de desenvolvimento na educação, carência de estruturas básicas de saneamento entre outros déficits. Já a questão de fundo, ofuscada pelo medo e desinformação, é a situação de imigrantes e refugiados que ficam à margem da sociedade e se sustentam apenas na esperança de sobreviverem em um país com condições diversas do seu país de origem.
A retirada do Brasil do Pacto Mundial para Migração é um erro, é a negação do estado de direito daqueles que se socorrem em nossa nação, pois o contexto da Constituição de 1988 assevera que somos uma nação solidária e que em nossas relações internacionais prevalecerão os direitos humanos e a cooperação entre os povos para o progresso da humanidade, o que significa que a saída do Brasil desse acordo é a negação da própria Constituição Federal, a carta inaugural da República Federativa Brasileira.
O Brasil é um país emergente, uma nação em ascensão com plenas condições de acolher imigrantes, sua acolhida significa, além de progresso, também o desenvolvimento e demonstração de prevalência dos direitos humanos com o absoluto respeito a dignidade da pessoa humana.",[160 160 160 120   0 600],2019,0.06716,0.02612,0.56343,8.41326,0.43657,1.5,3.17881,44.66667,0.39179,4,6,268,0.0597,0.07836,0.03358,0.03358,0.0,0.0,0.0,747767.39735,4.29579,4.85341,322.5,1.43567,1.407,2.38083,2.38083,5.45477,5.80477,0.55,11.63522,830.08329,0.0,0.69402,0.09328,0.0,0.04478,0.0,0.03731,0.0,0.03358,0.0,0.01493,1.72222,2.5,3.0198,8.77778,3.69823,8.08333,131.0,0.51918,1.2906,0.0,0.0,3.2,2.66667,5.6,3.86667,4.2,0.91318,0.03616,0.88758,0.03486,0.94129,0.01038,0.91916,0.03787,0.92303,0.04062,0.36424,0.48344,0.77483,,,150,"[40, 40, 32, 40, 36, 40]",40,40,32,40,36,40,160,200,160,160,200,880,[120 120 120 120 120]
